server_name,server_id,latency,jitter,packet_loss,download,upload,download_bytes,upload_bytes,share_url
"fdcservers.net - Houston, TX","26652","47.982","16.12","N/A","57647","63433","676700","801616","https://www.speedtest.net/result/c/2020bb75-c431-4305-9620-9f67461df8f3"
"Comcast - Houston, TX","1763","47.806","14.409","N/A","2625561","208276","32669624","2780890","https://www.speedtest.net/result/c/4600ab58-5138-49f8-9304-dfd66cc0e9c1"
"PS Lightwave, Inc - Houston, TX","25206","46.975","6.029","0","66118","64031","835248","931528","https://www.speedtest.net/result/c/56aee388-9450-4594-9b2a-840bc480cd82"
"Tachus Fiber Internet - Kingwood, TX","31015","49.838","2.329","0","63492","65442","699170","824270","https://www.speedtest.net/result/c/237354c2-720c-4d18-a022-bcab53b56f85"
"fdcservers.net - Houston, TX","26652","44.858","4.352","N/A","64590","62631","710640","585650","https://www.speedtest.net/result/c/cfbe2366-90d6-42b1-b1f9-d6bdf3bc4aaf"
"En-Touch Systems Inc. - Houston, TX","11772","43.949","18.668","0","2437503","198042","27841112","1367832","https://www.speedtest.net/result/c/dcd9bb8a-1933-4b8e-bc27-f4e53fafc325"
"Comcast - Houston, TX","1763","43.979","4.799","N/A","2309277","215238","27903122","2743598","https://www.speedtest.net/result/c/3c0adedb-0d23-44c7-ab1e-0fa5d26d547e"
"CenturyLink - Houston, TX","10151","57.97","7.427","0","3056476","230291","37819037","1373220","https://www.speedtest.net/result/c/a1fbeb78-5e66-4bf1-aa6f-512c137556d4"
"PS Lightwave, Inc - Houston, TX","25206","45.074","7.681","0","62667","63935","778570","898456","https://www.speedtest.net/result/c/7e889fef-dded-4a6e-9591-911de41db6db"
"Comcast - Houston, TX","1763","40.165","5.465","N/A","3014087","200865","32970028","2438538","https://www.speedtest.net/result/c/e0752ee7-7f18-4f90-acee-52612e1a7ce6"
"PS Lightwave, Inc - Houston, TX","25206","52.849","4.405","0","58133","63147","609227","803374","https://www.speedtest.net/result/c/45fd09c5-90ff-4e03-9fb2-9e68dc808e9e"
"fdcservers.net - Houston, TX","26652","43.971","6.734","N/A","61184","62080","794065","711048","https://www.speedtest.net/result/c/af6e241f-db3e-49da-a766-45eff2c4e021"
"ICTX WaveMedia - Houston, TX","7340","65.856","6.057","0","629740","255406","7525258","3423380","https://www.speedtest.net/result/c/4be7f884-eaa3-4404-b691-ecd88a00007c"
"fdcservers.net - Houston, TX","26652","56.975","11.269","N/A","61016","62008","807933","683488","https://www.speedtest.net/result/c/b723b8d5-f821-46de-9e6a-95f1896af756"
"fdcservers.net - Houston, TX","26652","43.102","8.805","N/A","55892","62629","691499","839202","https://www.speedtest.net/result/c/cc04f46e-da5d-47bb-8a21-4690bccb730e"
"fdcservers.net - Houston, TX","26652","41.849","4.346","N/A","54432","62471","632902","857886","https://www.speedtest.net/result/c/4e156eb1-9f54-46a5-910f-c8e9e3844aef"
"Tachus Fiber Internet - Kingwood, TX","31015","42.905","9.285","0","63403","74924","731140","943810","https://www.speedtest.net/result/c/97cee8ba-018a-40e5-8957-16843f306d24"
"Comcast - Houston, TX","1763","42.943","6.512","N/A","2592795","187199","24953640","2776680","https://www.speedtest.net/result/c/01121e61-a185-4a7f-b671-637a7dd784f5"
"Comcast - Houston, TX","1763","43.861","4.015","N/A","2558160","197372","25892112","2195240","https://www.speedtest.net/result/c/3e82c7fc-9a3b-409a-ae20-991a4c114e6d"
"fdcservers.net - Houston, TX","26652","40.837","49.687","N/A","66805","62511","886054","714726","https://www.speedtest.net/result/c/38ce821b-ec27-4a88-8fe1-9715c6d86eb4"
"fdcservers.net - Houston, TX","26652","60.927","43.745","N/A","66839","63826","828930","686244","https://www.speedtest.net/result/c/a4ddf80c-2a21-4714-87e5-79feb2ab501b"
"Tachus Fiber Internet - Kingwood, TX","31015","51.002","19.01","0","65354","63278","769292","647740","https://www.speedtest.net/result/c/663e4b8a-e529-448e-9e2f-912321910339"
"PS Lightwave, Inc - Houston, TX","25206","76.982","13.504","0","65867","63027","846343","819910","https://www.speedtest.net/result/c/87870e64-0f0d-4a7e-a976-eaeb51e15f2f"
"Tachus Fiber Internet - Kingwood, TX","31015","41.917","11.544","0","58260","75167","761720","957710","https://www.speedtest.net/result/c/62da16f9-80e2-495e-b84f-6c827f068be7"
"fdcservers.net - Houston, TX","26652","43.002","2.787","N/A","61956","61881","801058","890188","https://www.speedtest.net/result/c/ff066ce6-aab9-4a30-a398-a2ac5b2acaa3"
"fdcservers.net - Houston, TX","26652","54.989","23.566","N/A","58865","62706","759469","735396","https://www.speedtest.net/result/c/f9e448d3-60c6-46b5-a2ff-7f0c756e319a"
"fdcservers.net - Houston, TX","26652","100.935","12.225","N/A","60382","62913","799018","817154","https://www.speedtest.net/result/c/f406330b-e6ad-4990-866b-418e89c7da3e"
"Comcast - Houston, TX","1763","39.9","15.812","N/A","2356836","239821","31349500","3148018","https://www.speedtest.net/result/c/91b7a4cb-0ed9-477c-a614-c942403f9fb7"
"fdcservers.net - Houston, TX","26652","45.949","6.27","N/A","66532","63443","779943","931528","https://www.speedtest.net/result/c/7935f9d6-2366-4ebb-b8bc-7d021ec600ef"
"Southern Broadband - Houston, TX","31868","64.101","13.174","0","61818","63805","706805","935282","https://www.speedtest.net/result/c/e73e96a9-0e7d-4fb0-a968-0b888be83102"
"Whitesky Communications LLC - Houston, TX","8049","89.966","28.955","0","56932","63065","726206","900490","https://www.speedtest.net/result/c/cdbc7d7d-b0ac-488c-a66b-7175eff601dc"
"Tachus Fiber Internet - Kingwood, TX","31015","42.081","8.688","0","63899","71364","902110","953540","https://www.speedtest.net/result/c/9ef201f3-60b6-47a8-852d-e7b8921ed0c9"
"fdcservers.net - Houston, TX","26652","41.868","4.493","N/A","62878","62894","688799","683108","https://www.speedtest.net/result/c/9b2a1ffa-284f-409b-b763-0346ea25bdce"
"fdcservers.net - Houston, TX","26652","43.04","4.216","N/A","65708","63652","828713","929770","https://www.speedtest.net/result/c/8151f222-1bea-4284-8d67-ba80c809a7ad"
"Tachus Fiber Internet - Kingwood, TX","31015","52.982","15.099","0","64455","59245","708990","547660","https://www.speedtest.net/result/c/8dbf9978-2d20-481b-a8c6-7a54af661cc8"
"fdcservers.net - Houston, TX","26652","108.066","19.979","N/A","56371","63137","642716","932906","https://www.speedtest.net/result/c/7dc057ba-ae9a-4d6e-91a8-458497ec82ed"
"PS Lightwave, Inc - Houston, TX","25206","85.781","7.932","0","67334","62774","794480","735396","https://www.speedtest.net/result/c/a3f63146-8f8a-46c9-a1f7-1bafbb5ba4a7"
"Comcast - Houston, TX","1763","42.935","5.071","N/A","1616756","222460","18485870","2707390","https://www.speedtest.net/result/c/d3fbce7f-3e4d-461d-85e1-47435ffdbdb9"
"fdcservers.net - Houston, TX","26652","50.972","4.527","N/A","66269","63320","703174","689922","https://www.speedtest.net/result/c/1c1e2871-ad58-4053-b247-3c400fd4d53b"
"PS Lightwave, Inc - Houston, TX","25206","93.93","24.767","0","65011","62427","772852","732640","https://www.speedtest.net/result/c/ac8e7bbc-a7fd-4170-9572-d38fdd71a56f"
"Tachus Fiber Internet - Kingwood, TX","31015","49.979","9.696","0","66126","68994","728360","917400","https://www.speedtest.net/result/c/69f3c027-4eb9-4786-a1b2-a8765868d50c"
"Comcast - Houston, TX","1763","52.911","26.766","N/A","1560098","204191","15109770","2964544","https://www.speedtest.net/result/c/77c206a8-5962-4446-8fd0-6711ab4f5cdc"
"Comcast - Houston, TX","1763","44.835","16.562","N/A","1963771","210801","24600056","1485494","https://www.speedtest.net/result/c/2e0edf50-1865-4d8f-a3b2-8cd4c1bc7476"
"fdcservers.net - Houston, TX","26652","42.005","9.094","N/A","65958","66215","632160","628910","https://www.speedtest.net/result/c/7af2cb07-8773-48cb-84db-ff3540fa5fc5"
"Tachus Fiber Internet - Kingwood, TX","31015","51.959","6.278","0","63629","65541","909060","949370","https://www.speedtest.net/result/c/ea9df40e-b6a9-450d-bf91-193ee9b2a209"
"Comcast - Houston, TX","1763","49.015","12.245","N/A","2395698","256640","26297752","979378","https://www.speedtest.net/result/c/0768ea45-e87b-4045-b96a-6fc028bc802f"
"Tachus Fiber Internet - Kingwood, TX","31015","54.796","21.606","0","62398","65157","903904","831220","https://www.speedtest.net/result/c/ef885b7b-0701-4718-a52c-044ceab52e84"
"Comcast - Houston, TX","1763","59.973","14.986","N/A","1617921","275295","15142842","3609904","https://www.speedtest.net/result/c/2a49e4a9-02f6-41ff-af6c-8f4b5f061da0"
"En-Touch Systems Inc. - Houston, TX","11772","60.839","13.576","0","2076317","246647","25357956","1016964","https://www.speedtest.net/result/c/14879b12-2a6e-4685-aa08-9dc047682211"
"fdcservers.net - Houston, TX","26652","38.959","11.801","N/A","58866","65193","679456","922880","https://www.speedtest.net/result/c/5f2208c5-c26e-4bf4-962c-245e50148b57"
"PS Lightwave, Inc - Houston, TX","25206","91.03","48.728","0","57272","61245","709544","743664","https://www.speedtest.net/result/c/94ee05d5-fc1f-41fa-aea8-dda629f79441"
"fdcservers.net - Houston, TX","26652","57.841","18.369","N/A","66091","64293","823586","745498","https://www.speedtest.net/result/c/29579b06-025a-4d23-b4c9-d2a41d68e936"
"Comcast - Houston, TX","1763","115.911","34.658","N/A","2149690","241525","24764038","1090768","https://www.speedtest.net/result/c/55fda4bf-79ce-440e-b85b-fcbc71878338"
"Comcast - Houston, TX","1763","42.96","9.515","N/A","2594821","230005","36778820","3210284","https://www.speedtest.net/result/c/c74c7ce8-0489-4896-8cba-5da3aad2dbb0"
"fdcservers.net - Houston, TX","26652","41.927","14.777","N/A","56043","62003","686711","822210","https://www.speedtest.net/result/c/0d9ec65b-93d8-4ffb-90f8-055ed24310b5"
"fdcservers.net - Houston, TX","26652","51.967","3.799","N/A","65231","61824","852982","697268","https://www.speedtest.net/result/c/02bf9937-712e-486a-bcc6-f9b0123a2ade"
"fdcservers.net - Houston, TX","26652","74.007","11.358","N/A","64092","65715","666196","714802","https://www.speedtest.net/result/c/2d66cf9a-0d17-43e7-b374-8407a538b339"
"Comcast - Houston, TX","1763","111.953","62.196","N/A","450385","221456","5819294","981526",""
"CenturyLink - Houston, TX","10151","116.859","10.818","0","733495","230143","8073702","1257430","https://www.speedtest.net/result/c/bf4b21c5-8401-47d8-8277-bbc212544495"
"PS Lightwave, Inc - Houston, TX","25206","73.985","20.761","0","67466","61848","830934","640770","https://www.speedtest.net/result/c/b6fc814c-259d-4a62-b5a0-10ef40828056"
"Comcast - Houston, TX","1763","159.891","2.112","N/A","367868","226528","4391686","1008316","https://www.speedtest.net/result/c/5b1a215a-d222-4640-83e3-e458be403982"
"Comcast - Houston, TX","1763","122.936","32.006","N/A","664286","212819","7437066","2769714","https://www.speedtest.net/result/c/3c1a19d1-3d6c-42c7-ac8e-607eeb751830"
"En-Touch Systems Inc. - Houston, TX","11772","63.872","216.531","0","509048","217057","7186270","2806986","https://www.speedtest.net/result/c/88014135-b6b3-4816-9e47-51931b607849"
"Comcast - Houston, TX","1763","93.942","193.267","N/A","436188","226628","4803708","2701802","https://www.speedtest.net/result/c/fb7d097a-d59b-4e18-9ad6-a80253e6412d"
"fdcservers.net - Houston, TX","26652","108.007","20.675","N/A","65960","65032","939796","741364","https://www.speedtest.net/result/c/03940183-4947-41f1-be23-b1f5ebe4a9ce"
"fdcservers.net - Houston, TX","26652","41.882","15.072","N/A","63688","61374","815776","927860","https://www.speedtest.net/result/c/884c18cd-fe58-4a08-a7a5-70f62424fb3d"
"Comcast - Houston, TX","1763","50.071","3.265","N/A","716127","233788","9790690","2922282","https://www.speedtest.net/result/c/8494406e-ad55-4e62-b70b-7686e53e459a"
"ICTX WaveMedia - Houston, TX","7340","108.963","13.764","0","603544","230779","7361276","2922738","https://www.speedtest.net/result/c/3284b35e-3930-4672-a289-d0b85ed821e4"
"fdcservers.net - Houston, TX","26652","92.917","23.076","N/A","66328","66765","831844","647280","https://www.speedtest.net/result/c/1c1e8a1e-4e78-4ec7-add8-06f1d86cf3de"
"Comcast - Houston, TX","1763","96.866","15.79","N/A","1193027","262220","14850706","3440410","https://www.speedtest.net/result/c/26020668-b016-4f71-b55e-b1d90f53a74a"
"PS Lightwave, Inc - Houston, TX","25206","55.998","12.496","0","68620","62012","937513","776052","https://www.speedtest.net/result/c/08085bd7-55b3-46a0-adff-747bf1517a7d"
"Comcast - Houston, TX","1763","88.995","7.035","N/A","1398473","287129","18477602","3987866","https://www.speedtest.net/result/c/5d51cfb1-bc4e-4d69-8a7a-41fe5da179e3"
"PS Lightwave, Inc - Houston, TX","25206","119.856","24.075","0","64635","139390","837408","1973296","https://www.speedtest.net/result/c/f2cc3609-f9ec-4877-bbbc-b43132449b95"
"Comcast - Houston, TX","1763","62.955","14.525","N/A","2262760","253142","26857220","3140852","https://www.speedtest.net/result/c/46667416-acb0-447e-8ac2-2a5886a1342c"
